peak1	peak2	coaccess	qval	type1	type2	n_links
chr7:44606367-44607342	chr7:45111351-45112120	0.107408	0	proximal	proximal	2
chr7:44796061-44796244	chr7:44999525-45000250	0.0280955	0.612027	proximal	proximal	2
chr7:44796061-44796244	chr7:45111351-45112120	0.0449269	0.0131524	proximal	proximal	2
chr7:44796831-44797594	chr7:45088827-45089071	0.0419291	0.0327041	proximal	proximal	2
chr7:44796831-44797594	chr7:45111351-45112120	0.0796526	3.2199e-09	proximal	proximal	2
chr7:44885966-44886176	chr7:45111351-45112120	0.0363199	0.152122	proximal	proximal	2
chr7:44999525-45000250	chr7:45111351-45112120	0.0256513	0.612027	proximal	proximal	2
chr7:5085423-5085670	chr7:5569890-5570320	0.0229289	0.612027	distal	distal	2
chr7:5240250-5240417	chr7:5240566-5240825	0.149626	0	distal	distal	2
chr7:55002239-55002427	chr7:55964408-55964665	0.114558	0	distal	distal	2
chr7:55254835-55255089	chr7:55593743-55594126	0.0511404	0.00162988	proximal	proximal	2
chr7:5529639-5530276	chr7:5569890-5570320	0.0232247	0.612027	distal	distal	2
chr7:55539572-55539769	chr7:55904319-55904469	0.154955	0	distal	distal	2
chr7:5563624-5563795	chr7:5781394-5781879	0.0488282	0.00367387	proximal	proximal	2
chr7:5563624-5563795	chr7:6081118-6081813	0.0615693	2.62492e-05	proximal	proximal	2
chr7:5592655-5592823	chr7:6008753-6009340	0.0466747	0.00753255	proximal	proximal	4
chr7:5655500-5655738	chr7:5928359-5928531	0.138401	0	distal	distal	2
chr7:58535712-58536035	chr7:58986059-58986330	0.173445	0	distal	distal	2
chr7:58622614-58622797	chr7:59167480-59167839	0.0669117	2.33436e-06	distal	distal	2
chr7:58632260-58632647	chr7:58827655-58827931	0.0751332	3.81812e-08	distal	distal	2
chr7:58632260-58632647	chr7:59251601-59251894	0.0507906	0.00184594	distal	distal	2
chr7:58692075-58692314	chr7:58769950-58770217	0.0792518	4.02741e-09	distal	distal	2
chr7:58769950-58770217	chr7:59320905-59321255	0.0466708	0.0075421	distal	distal	2
chr7:59130109-59130461	chr7:59512689-59512954	0.0810927	1.42092e-09	distal	distal	2
chr7:59167480-59167839	chr7:59373832-59374139	0.0310165	0.53164	distal	distal	2
chr7:60019370-60019759	chr7:60310651-60311073	0.039859	0.0591343	distal	distal	2
chr7:6009404-6009648	chr7:6484024-6484422	0.0360165	0.164427	proximal	proximal	8
chr7:6058968-6059396	chr7:6484024-6484422	0.0422984	0.0293032	proximal	proximal	4
chr7:6179635-6179864	chr7:6447608-6448126	0.0720543	1.8906e-07	distal	distal	2
chr7:64951336-64951487	chr7:65016275-65016425	0.309374	0	distal	distal	2
chr7:6503561-6504603	chr7:6716475-6716625	0.126877	0	distal	distal	2
chr7:65037914-65038656	chr7:65269170-65269624	0.0666189	2.67851e-06	proximal	proximal	2
chr7:65251988-65252884	chr7:65373651-65374392	0.0870739	4.06829e-11	proximal	proximal	2
chr7:65373651-65374392	chr7:65770429-65770832	0.0543161	0.000503012	proximal	proximal	2
chr7:6589814-6590832	chr7:6706806-6707504	0.0434524	0.0207281	proximal	proximal	2
chr7:65982502-65982727	chr7:66493460-66493993	0.0534025	0.000710321	proximal	proximal	4
chr7:66493460-66493993	chr7:66681810-66682446	0.0386592	0.0822399	proximal	proximal	8
chr7:66591981-66592544	chr7:67302332-67303062	0.108765	0	proximal	proximal	4
chr7:66740603-66740963	chr7:66844666-66845149	0.150643	0	proximal	proximal	4
chr7:66995138-66995774	chr7:66996233-66996987	0.0226242	0.612027	proximal	proximal	4
chr7:6962896-6963101	chr7:7478873-7479152	0.0354772	0.188368	distal	distal	2
chr7:70355786-70356150	chr7:70768228-70768399	0.150879	0	distal	distal	2
chr7:7182164-7182987	chr7:7649179-7649329	0.11974	0	distal	distal	2
chr7:72827916-72828570	chr7:72829379-72830206	0.022641	0.612027	proximal	proximal	2
chr7:72829379-72830206	chr7:73308770-73308931	0.0806362	1.84489e-09	proximal	proximal	2
chr7:72906765-72906925	chr7:72942107-72942401	0.313444	0	distal	distal	2
chr7:72967005-72967195	chr7:72967386-72967561	0.0309186	0.542809	distal	distal	2
chr7:72967005-72967195	chr7:73201349-73201658	0.0409834	0.0430205	distal	distal	2
chr7:72975708-72976106	chr7:73235129-73235561	0.045029	0.0127354	distal	distal	2
chr7:73005425-73006373	chr7:73842436-73842771	0.0222609	0.612027	proximal	proximal	2
chr7:73111141-73111598	chr7:73744152-73744319	0.0801082	2.48686e-09	distal	distal	2
chr7:73122870-73123155	chr7:73501637-73501787	0.0876169	2.91126e-11	distal	distal	2
chr7:73144355-73144552	chr7:73701546-73701696	0.02453	0.612027	distal	distal	2
chr7:73144355-73144552	chr7:73725791-73725968	0.215527	0	distal	distal	2
chr7:73154701-73155150	chr7:73578461-73579099	0.0915772	2.37963e-12	proximal	proximal	2
chr7:73222367-73222558	chr7:73734765-73735035	0.100288	0	distal	distal	2
chr7:73521946-73522950	chr7:73578461-73579099	0.0246104	0.612027	proximal	proximal	2
chr7:73578461-73579099	chr7:74453754-74454096	0.0331691	0.32728	proximal	proximal	2
chr7:73683378-73683742	chr7:74289178-74289502	0.0383971	0.0882858	proximal	proximal	8
chr7:73701546-73701696	chr7:73725791-73725968	0.142621	0	distal	distal	2
chr7:73734765-73735035	chr7:74401156-74401506	0.0833286	3.8671e-10	distal	distal	2
chr7:73857106-73857343	chr7:74386011-74386198	0.107537	0	distal	distal	2
chr7:74079242-74079646	chr7:74401156-74401506	0.0283869	0.612027	distal	distal	2
chr7:74083520-74083809	chr7:74173919-74174662	0.0500826	0.00237324	proximal	proximal	2
chr7:74083520-74083809	chr7:74964056-74964265	0.099092	2.61359e-14	proximal	proximal	2
chr7:74275379-74275541	chr7:74993951-74994304	0.0265697	0.612027	distal	distal	2
chr7:74386011-74386198	chr7:74657857-74658061	0.117349	0	distal	distal	2
chr7:74401156-74401506	chr7:74612454-74612672	0.236383	0	distal	distal	2
chr7:74479774-74479924	chr7:74788464-74788962	0.0716555	2.31219e-07	distal	distal	2
chr7:74535793-74535943	chr7:74658260-74658684	0.114056	0	distal	distal	2
chr7:74535793-74535943	chr7:75105920-75106286	0.132933	0	distal	distal	2
chr7:74612454-74612672	chr7:75443209-75443364	0.0555023	0.000318465	distal	distal	2
chr7:74657360-74657788	chr7:74658260-74658684	0.029249	0.612027	distal	distal	2
chr7:74657360-74657788	chr7:75418336-75418557	0.0258415	0.612027	distal	distal	2
chr7:75073043-75074182	chr7:75528039-75528516	0.0295484	0.612027	proximal	proximal	2
chr7:75092455-75093206	chr7:75485814-75486504	0.0295145	0.612027	proximal	proximal	2
chr7:75092455-75093206	chr7:75738654-75739639	0.0448387	0.0135136	proximal	proximal	2
chr7:75092455-75093206	chr7:75994461-75994877	0.111474	0	proximal	proximal	2
chr7:75105920-75106286	chr7:75150730-75151038	0.116102	0	distal	distal	2
chr7:75485814-75486504	chr7:75994461-75994877	0.125511	0	proximal	proximal	2
chr7:75528039-75528516	chr7:76201731-76202009	0.023908	0.612027	proximal	proximal	2
chr7:75738654-75739639	chr7:75994461-75994877	0.082366	6.80047e-10	proximal	proximal	2
chr7:75762549-75762707	chr7:76166507-76166992	0.0782318	7.10816e-09	distal	distal	2
chr7:75762549-75762707	chr7:76260184-76260650	0.101796	0	distal	distal	2
chr7:75879193-75879479	chr7:76291682-76292018	0.0467531	0.007341	distal	distal	2
chr7:75879193-75879479	chr7:76437847-76438141	0.0869926	4.27782e-11	distal	distal	2
chr7:76071449-76071828	chr7:76260184-76260650	0.0270321	0.612027	distal	distal	2
chr7:76291682-76292018	chr7:76393083-76393580	0.173645	0	distal	distal	2
chr7:76393083-76393580	chr7:76481162-76481328	0.0287678	0.612027	distal	distal	2
chr7:76728653-76729024	chr7:76939335-76939485	0.0513894	0.00148862	distal	distal	2
chr7:76939335-76939485	chr7:77412929-77413399	0.0253453	0.612027	distal	distal	2
chr7:80134500-80135191	chr7:80135751-80135912	0.0320973	0.417439	distal	distal	2
chr7:80833181-80833621	chr7:80833905-80834076	0.0295244	0.612027	distal	distal	2
chr7:80870074-80870249	chr7:80892998-80893161	0.339629	0	distal	distal	2
chr7:80870074-80870249	chr7:81478712-81478917	0.354578	0	distal	distal	2
chr7:80883640-80883945	chr7:80918976-80919490	0.0949641	2.51063e-13	distal	distal	2
chr7:80892998-80893161	chr7:81478712-81478917	0.0573056	0.000155478	distal	distal	2
chr7:87059576-87060206	chr7:87876045-87876672	0.0401325	0.0547792	proximal	proximal	4
chr7:87876045-87876672	chr7:88219865-88220569	0.0452598	0.0118501	proximal	proximal	4
chr7:91415263-91415413	chr7:91839835-91839985	0.495448	0	distal	distal	2
chr7:91940541-91941441	chr7:92205917-92206104	0.2667	0	proximal	proximal	2
chr7:92069662-92069926	chr7:92403997-92404380	0.0254601	0.612027	distal	distal	2
chr7:92245486-92245728	chr7:92589839-92590610	0.0407027	0.0466574	proximal	proximal	8
chr7:92246530-92246687	chr7:92447259-92448176	0.529365	0	proximal	proximal	8
chr7:97006109-97006980	chr7:97972053-97972424	0.273636	0	proximal	proximal	2
chr7:97189519-97189674	chr7:97448126-97448276	0.0716756	2.28993e-07	distal	distal	2
chr7:97928280-97928559	chr7:98306120-98306359	0.0304098	0.605764	distal	distal	2
chr7:98281176-98281707	chr7:98825840-98826081	0.0498728	0.00255604	distal	distal	2
chr7:98668158-98668624	chr7:99449750-99449900	0.0881909	2.0396e-11	distal	distal	2
chr7:98836729-98837129	chr7:98879386-98879887	0.0539557	0.000576459	distal	distal	2
chr7:99374589-99374925	chr7:99616475-99617063	0.0773717	1.14296e-08	proximal	proximal	2
chr7:99438677-99439071	chr7:99504352-99504740	0.0365217	0.144535	proximal	proximal	4
chr8:100150017-100150739	chr8:99893614-99893856	0.171348	0	proximal	proximal	4
chr8:100158367-100158640	chr8:99893614-99893856	0.0332507	0.3212	proximal	proximal	4
chr8:100213435-100213783	chr8:100847490-100847736	0.0438722	0.018223	distal	distal	2
chr8:100256227-100256386	chr8:100847490-100847736	0.0354671	0.188837	distal	distal	2
chr8:100309842-100310742	chr8:100564070-100564220	0.0757777	2.7085e-08	distal	distal	2
chr8:100625762-100625952	chr8:100860146-100860539	0.0312153	0.508544	distal	distal	2
chr8:100731585-100731735	chr8:101080883-101081275	0.343511	0	distal	distal	2
chr8:100908543-100908958	chr8:101044506-101044656	0.0382071	0.0928998	distal	distal	2
chr8:101456525-101456740	chr8:101474045-101474467	0.147802	0	distal	distal	2
chr8:101632619-101632769	chr8:102325772-102325984	0.130164	0	distal	distal	2
chr8:102123791-102124182	chr8:102412510-102413084	0.0438366	0.0184213	proximal	proximal	2
chr8:102590048-102590318	chr8:102653651-102654214	0.0477353	0.00531181	distal	distal	2
chr8:102590048-102590318	chr8:103373350-103373501	0.369765	0	distal	distal	2
chr8:102702631-102702943	chr8:103073879-103074082	0.0526576	0.000937501	distal	distal	2
chr8:103020791-103021381	chr8:103415035-103415528	0.0289077	0.612027	proximal	proximal	8
chr8:103020791-103021381	chr8:103501354-103501769	0.0327672	0.358428	proximal	proximal	12
chr8:103499024-103499293	chr8:103707370-103707601	0.0415943	0.0360636	distal	distal	2
chr8:105319522-105319743	chr8:105796790-105796952	0.129725	0	distal	distal	2
chr8:10839671-10840215	chr8:11284279-11284924	0.0456681	0.010409	proximal	proximal	8
chr8:109611138-109611599	chr8:109735433-109735583	0.0293714	0.612027	distal	distal	2
chr8:11201369-11201881	chr8:11284279-11284924	0.0571562	0.000165048	proximal	proximal	4
chr8:115300971-115301240	chr8:115418619-115418814	0.228311	0	distal	distal	2
chr8:11553862-11554017	chr8:11902203-11902721	0.208419	0	distal	distal	2
chr8:11787889-11788103	chr8:11915973-11916123	0.021592	0.612027	distal	distal	2
chr8:118044214-118044366	chr8:118120941-118121109	0.0961613	1.02241e-13	distal	distal	2
chr8:118260769-118260919	chr8:118415052-118415212	0.0694582	6.90231e-07	distal	distal	2
chr8:122137481-122137681	chr8:122687020-122687435	0.0385157	0.0855321	distal	distal	2
chr8:122137481-122137681	chr8:122969250-122969465	0.0220482	0.612027	distal	distal	2
chr8:122969250-122969465	chr8:123396291-123396878	0.208539	0	distal	distal	2
chr8:123041521-123042562	chr8:123274190-123275139	0.025399	0.612027	proximal	proximal	8
chr8:123089536-123089686	chr8:123479101-123479418	0.156903	0	distal	distal	2
chr8:124020912-124021062	chr8:124612357-124612507	0.114598	0	distal	distal	2
chr8:124271471-124271748	chr8:124450639-124450829	0.422824	0	proximal	proximal	2
chr8:124282895-124283045	chr8:124780859-124781044	0.0408405	0.0448507	distal	distal	2
chr8:124998041-124998973	chr8:125091714-125091893	0.0435993	0.0198129	proximal	proximal	8
chr8:124998041-124998973	chr8:125429805-125430395	0.0369297	0.130035	proximal	proximal	4
chr8:12582221-12582380	chr8:12951420-12951901	0.0391422	0.0721127	distal	distal	2
chr8:12659414-12659843	chr8:12753807-12754197	0.108607	0	distal	distal	2
chr8:129726400-129726550	chr8:129837221-129837473	0.155585	0	distal	distal	2
chr8:133091469-133091753	chr8:133453436-133453596	0.22405	0	distal	distal	2
chr8:134832165-134832902	chr8:135457090-135457583	0.145048	0	proximal	proximal	4
chr8:139489390-139489540	chr8:139756816-139757001	0.345894	0	distal	distal	2
chr8:139973198-139973348	chr8:140121486-140121636	0.168718	0	distal	distal	2
chr8:140457655-140458050	chr8:140458142-140458374	0.0214041	0.612027	proximal	proximal	2
chr8:140464197-140465038	chr8:140637482-140637643	0.0268358	0.612027	distal	distal	2
chr8:140610686-140610836	chr8:141084465-141084862	0.0260926	0.612027	distal	distal	2
chr8:140619506-140619697	chr8:141000725-141001510	0.0396725	0.0623346	distal	distal	2
chr8:140619506-140619697	chr8:141128006-141128868	0.0364138	0.148528	distal	distal	2
chr8:140856003-140856274	chr8:141026324-141026477	0.111892	0	distal	distal	2
chr8:141128006-141128868	chr8:141492282-141492482	0.0366511	0.139771	distal	distal	2
chr8:141942251-141942401	chr8:142475643-142475995	0.0814126	1.18327e-09	distal	distal	2
chr8:142452861-142453105	chr8:142739707-142739899	0.174805	0	distal	distal	2
chr8:142475643-142475995	chr8:142624063-142624284	0.16926	0	distal	distal	2
chr8:142475643-142475995	chr8:142739707-142739899	0.0471384	0.00646015	distal	distal	2
chr8:142678377-142678587	chr8:143340947-143341111	0.236393	0	distal	distal	2
chr8:142699696-142700076	chr8:142726499-142727372	0.0365799	0.142372	proximal	proximal	6
chr8:142739086-142739383	chr8:142739470-142739642	0.306872	0	distal	distal	2
chr8:142739707-142739899	chr8:143407942-143408223	0.152258	0	distal	distal	2
chr8:142777232-142777655	chr8:143246458-143246958	0.0245347	0.612027	proximal	proximal	8
chr8:143291288-143291457	chr8:143618341-143618714	0.117631	0	proximal	proximal	2
chr8:143291288-143291457	chr8:143989895-143990201	0.0217236	0.612027	proximal	proximal	2
chr8:143430779-143431201	chr8:143989895-143990201	0.0450117	0.0128032	proximal	proximal	2
chr8:143617210-143617367	chr8:144373735-144374157	0.0522879	0.00107371	proximal	proximal	2
chr8:143617210-143617367	chr8:144428382-144428922	0.0229376	0.612027	proximal	proximal	2
chr8:143618341-143618714	chr8:144104819-144105082	0.0836487	3.20574e-10	proximal	proximal	2
chr8:143828939-143829948	chr8:143840312-143840690	0.047215	0.00630737	proximal	proximal	2
chr8:143828939-143829948	chr8:144104819-144105082	0.0292972	0.612027	proximal	proximal	2
chr8:143828939-143829948	chr8:144147660-144148038	0.0338558	0.278726	proximal	proximal	2
chr8:143840312-143840690	chr8:144147660-144148038	0.122557	0	proximal	proximal	2
chr8:143840882-143841416	chr8:144428382-144428922	0.0261047	0.612027	proximal	proximal	2
chr8:144078390-144078811	chr8:144478191-144478413	0.0567429	0.000195049	proximal	proximal	6
chr8:144094784-144095166	chr8:144798654-144798995	0.0340127	0.268631	proximal	proximal	2
chr8:144104819-144105082	chr8:144786713-144787092	0.0487084	0.00382701	proximal	proximal	2
chr8:144104819-144105082	chr8:144787206-144787626	0.0667713	2.49427e-06	proximal	proximal	2
chr8:144137212-144137843	chr8:144517775-144518012	0.0232928	0.612027	proximal	proximal	4
chr8:144147660-144148038	chr8:144372713-144373101	0.0995387	0	proximal	proximal	2
chr8:144147660-144148038	chr8:144826953-144827618	0.0485712	0.00400899	proximal	proximal	2
chr8:144233321-144233612	chr8:144343123-144343390	0.0758617	2.59054e-08	distal	distal	2
chr8:144291367-144291733	chr8:144852579-144853187	0.0422522	0.0297185	proximal	proximal	4
chr8:144331802-144332191	chr8:144567691-144567888	0.0462458	0.0086584	distal	distal	2
chr8:144372713-144373101	chr8:144786713-144787092	0.0696143	6.39124e-07	proximal	proximal	2
chr8:144372713-144373101	chr8:144792384-144792617	0.0850443	1.39285e-10	proximal	proximal	2
chr8:144373735-144374157	chr8:144528606-144529158	0.0640687	8.66805e-06	proximal	proximal	2
chr8:144409253-144409479	chr8:144787206-144787626	0.0758268	2.63933e-08	proximal	proximal	4
chr8:144428382-144428922	chr8:144508302-144508819	0.0918969	1.93238e-12	proximal	proximal	2
chr8:144477814-144478097	chr8:144508302-144508819	0.0493594	0.00305453	proximal	proximal	2
chr8:144478191-144478413	chr8:144786713-144787092	0.0249896	0.612027	proximal	proximal	2
chr8:144478191-144478413	chr8:144792384-144792617	0.0337998	0.282448	proximal	proximal	2
chr8:144528606-144529158	chr8:144950632-144951010	0.0352487	0.1993	proximal	proximal	2
chr8:144528606-144529158	chr8:145052331-145052578	0.124201	0	proximal	proximal	2
chr8:144786713-144787092	chr8:144792384-144792617	0.108607	0	proximal	proximal	2
chr8:144798654-144798995	chr8:144950632-144951010	0.0976927	5.17006e-14	proximal	proximal	2
chr8:144826953-144827618	chr8:144900834-144901746	0.046189	0.00881928	proximal	proximal	2
chr8:144826953-144827618	chr8:144901852-144902313	0.0516293	0.00136503	proximal	proximal	2
chr8:144901852-144902313	chr8:145002607-145003285	0.0286652	0.612027	proximal	proximal	4
chr8:17001373-17001979	chr8:17922494-17923093	0.0225297	0.612027	proximal	proximal	2
chr8:17027044-17027433	chr8:17247358-17247654	0.0280831	0.612027	proximal	proximal	8
chr8:17383072-17383475	chr8:17767407-17767655	0.030677	0.571866	distal	distal	2
chr8:22010225-22010447	chr8:22864900-22865207	0.043045	0.0234609	distal	distal	2
chr8:22092147-22092297	chr8:22272212-22272362	0.147335	0	distal	distal	2
chr8:22109602-22109876	chr8:22440386-22441516	0.0313122	0.497776	proximal	proximal	2
chr8:22141174-22141426	chr8:22366918-22367392	0.0844032	2.04646e-10	proximal	proximal	2
chr8:22245017-22245452	chr8:22669035-22669332	0.101054	0	proximal	proximal	2
chr8:22245017-22245452	chr8:22684695-22684845	0.219029	0	proximal	proximal	2
chr8:22245017-22245452	chr8:22693432-22693695	0.121874	0	proximal	proximal	2
chr8:22599029-22599634	chr8:22693432-22693695	0.068744	9.76778e-07	proximal	proximal	2
chr8:22669035-22669332	chr8:22684695-22684845	0.15009	0	proximal	proximal	2
