peak	types	genes	states	n_edges
chr6:35452139-35452559	proximal	FANCE	.	12
chr6:35468229-35468511	proximal	RPL10A	.	4
chr6:35474543-35474775	distal	.	.	4
chr6:35496379-35496738	proximal	TEAD3	.	6
chr6:35497032-35497234	proximal	TEAD3	.	10
chr6:35534514-35534726	distal	.	.	4
chr6:35583929-35584079	distal	.	.	4
chr6:35621698-35621932	distal	.	.	4
chr6:35624758-35624916	distal	.	.	4
chr6:35687996-35688275	distal	.	.	2
chr6:35688348-35689404	distal	.	.	26
chr6:35698845-35698995	distal	.	.	4
chr6:35731794-35732141	distal	.	.	4
chr6:35737644-35737814	proximal	ARMC12,ENSG00000232909	.	4
chr6:35757566-35757726	distal	.	.	2
chr6:35920128-35920447	distal	.	.	2
chr6:35920961-35921195	proximal	SRPK1	.	8
chr6:35982658-35982808	distal	.	.	2
chr6:36027218-36027906	proximal	MAPK14	.	16
chr6:36123479-36123629	distal	.	.	2
chr6:36130578-36130733	distal	.	.	2
chr6:3617511-3617815	distal	.	.	6
chr6:36176171-36176321	distal	.	.	4
chr6:36196313-36196760	proximal	BRPF3,BRPF3-AS1	.	16
chr6:36211296-36211446	distal	.	.	8
chr6:36341037-36341225	distal	.	.	8
chr6:36360507-36360687	distal	.	.	6
chr6:36441499-36441722	distal	.	.	2
chr6:36442809-36443313	proximal	KCTD20,PXT1	.	12
chr6:36464536-36464686	distal	.	.	2
chr6:36469247-36469419	distal	.	.	2
chr6:36560914-36561228	distal	.	.	8
chr6:36579971-36580164	distal	.	.	4
chr6:36593861-36594486	proximal	SRSF3	.	8
chr6:36623542-36623772	distal	.	.	12
chr6:36678524-36678862	proximal	DINOL	.	14
chr6:36874488-36875226	proximal	PPIL1	.	4
chr6:36885721-36886305	distal	.	.	16
chr6:36986086-36986680	proximal	MTCH1	.	4
chr6:37018231-37018446	distal	.	.	12
chr6:37102527-37102957	distal	.	.	6
chr6:37169521-37170223	proximal	PIM1	.	8
chr6:37194051-37194201	distal	.	.	4
chr6:37208094-37208459	distal	.	.	10
chr6:37257979-37258466	proximal	TBC1D22B,TMEM217,TMEM217B	.	30
chr6:37353828-37354069	proximal	RNF8	.	8
chr6:37354136-37354510	proximal	RNF8	.	4
chr6:37387968-37388217	distal	.	.	6
chr6:37423745-37424057	distal	.	.	10
chr6:37499260-37500134	proximal	CCDC167	.	4
chr6:3751957-3752107	proximal	ENSG00000270504,PXDC1	.	8
chr6:37577367-37577621	distal	.	.	4
chr6:37705159-37705503	distal	.	.	4
chr6:37742678-37742828	distal	.	.	4
chr6:37791349-37791713	distal	.	.	4
chr6:37818996-37819866	proximal	ZFAND3,ZFAND3-DT	.	12
chr6:37930237-37930499	distal	.	.	2
chr6:37937529-37937698	distal	.	.	2
chr6:38981689-38981960	distal	.	.	2
chr6:39059739-39059947	distal	.	.	2
chr6:39166523-39166682	distal	.	.	2
chr6:39648684-39648851	distal	.	.	2
chr6:397076-397226	distal	.	.	2
chr6:39725348-39725704	proximal	KIF6	.	4
chr6:4018497-4018842	proximal	ENSG00000272248,ENSG00000288904	.	8
chr6:4021607-4021774	proximal	ENSG00000230648,PRPF4B	.	12
chr6:40496429-40496610	distal	.	.	4
chr6:41027724-41027958	distal	.	.	12
chr6:41028074-41028336	distal	.	.	2
chr6:41318649-41319136	distal	.	.	2
chr6:41342614-41342764	distal	.	.	2
chr6:41384534-41384684	distal	.	.	4
chr6:41503768-41504179	distal	.	.	4
chr6:41546171-41546485	proximal	FOXP4	.	2
chr6:41623556-41623706	distal	.	.	8
chr6:41735536-41735818	proximal	TFEB	.	4
chr6:41758894-41759150	distal	.	.	14
chr6:41766858-41767063	distal	.	.	10
chr6:41779871-41780561	proximal	ENSG00000124593,PRICKLE4	.	24
chr6:41786463-41786710	proximal	FRS3	.	4
chr6:41786887-41787710	proximal	FRS3,TOMM6	.	8
chr6:41888276-41888464	distal	.	.	4
chr6:41894930-41895740	proximal	USP49	.	4
chr6:41921099-41921291	proximal	BYSL,ENSG00000288721,MED20	.	6
chr6:41921372-41921561	proximal	BYSL,ENSG00000288721,MED20	.	12
chr6:41931682-41931851	distal	.	.	6
chr6:41941583-41942027	distal	.	.	8
chr6:42008999-42009184	distal	.	.	6
chr6:42044329-42044580	distal	.	.	8
chr6:42050178-42050844	proximal	CCND3,TAF8	.	32
chr6:42056685-42056912	distal	.	.	4
chr6:42116758-42116913	distal	.	.	18
chr6:42166578-42166742	distal	.	.	6
chr6:42194753-42194984	proximal	GUCA1B	.	4
chr6:42217700-42218099	proximal	MRPS10	.	4
chr6:42223875-42224049	distal	.	.	6
chr6:42226257-42226538	distal	.	.	4
chr6:42260635-42260881	distal	.	.	8
chr6:42317017-42317167	distal	.	.	24
chr6:42406499-42406649	distal	.	.	8
chr6:42452219-42452371	proximal	TRERF1	.	16
chr6:42547183-42548020	distal	.	.	4
chr6:42563735-42564035	proximal	UBR2	.	2
chr6:42564102-42564728	proximal	UBR2	.	12
chr6:42565332-42565484	distal	.	.	12
chr6:42639213-42639460	distal	.	.	4
chr6:42726688-42726838	distal	.	.	2
chr6:42746001-42747277	proximal	BICRAL,TBCC	.	4
chr6:42782177-42783317	distal	.	.	4
chr6:42826549-42826725	distal	.	.	4
chr6:42879788-42879957	proximal	RPL7L1	.	8
chr6:42890361-42891363	proximal	C6orf226	.	8
chr6:42908500-42908686	distal	.	.	4
chr6:42929022-42930252	proximal	CNPY3,ENSG00000287825	.	8
chr6:42946386-42946536	distal	.	.	10
chr6:42963930-42964080	distal	.	.	4
chr6:42978421-42978808	proximal	PEX6	.	4
chr6:42979141-42979393	proximal	PEX6	.	8
chr6:42984227-42984869	proximal	ENSG00000290049,PPP2R5D	.	32
chr6:43013577-43014785	proximal	KLHDC3	.	8
chr6:43021288-43021648	proximal	RRP36	.	12
chr6:43053321-43054029	proximal	CUL7	.	8
chr6:43059299-43060077	proximal	MRPL2	.	8
chr6:43076076-43076478	proximal	PTK7	.	12
chr6:43096556-43096727	distal	.	.	6
chr6:43143622-43143831	distal	.	.	8
chr6:43170730-43171488	proximal	SRF	.	8
chr6:43172250-43172400	distal	.	.	14
chr6:43174340-43174490	distal	.	.	14
chr6:43212866-43213145	distal	.	.	4
chr6:43229357-43229662	proximal	DNPH1	.	8
chr6:43246604-43247084	distal	.	.	16
chr6:43247193-43247399	distal	.	.	22
chr6:43334637-43335007	distal	.	.	2
chr6:43368977-43369128	proximal	ENSG00000287055,ZNF318	.	8
chr6:43416921-43417071	distal	.	.	8
chr6:43427409-43428318	proximal	ABCC10	.	6
chr6:43455833-43456304	proximal	DLK2	.	4
chr6:43488932-43489116	distal	.	.	4
chr6:43516823-43517305	proximal	YIPF3	.	12
chr6:43575353-43576323	proximal	POLH,XPO5	.	4
chr6:43576866-43577039	proximal	POLH,XPO5	.	24
chr6:43627369-43627519	distal	.	.	10
chr6:43635325-43636124	distal	.	.	14
chr6:43702804-43703227	distal	.	.	6
chr6:43769554-43770272	proximal	ENSG00000272114,VEGFA	.	4
chr6:43770684-43770857	proximal	ENSG00000272114,VEGFA	.	16
chr6:43770943-43771093	proximal	ENSG00000272114,VEGFA	.	8
chr6:43771931-43772131	distal	.	.	8
chr6:43900915-43901142	distal	.	.	10
chr6:43924331-43924516	distal	.	.	2
chr6:44073260-44073553	distal	.	.	8
chr6:44127304-44127897	proximal	MRPL14,TMEM63B	.	8
chr6:44128258-44128409	proximal	MRPL14	.	4
chr6:44158826-44158982	proximal	CAPN11	.	2
chr6:44219445-44219686	proximal	SLC29A1	.	2
chr6:44237920-44238142	distal	.	.	2
chr6:44245937-44246104	proximal	HSP90AB1	.	4
chr6:44246169-44246610	proximal	HSP90AB1	.	6
chr6:44246673-44247140	proximal	HSP90AB1	.	8
chr6:44256882-44257032	proximal	SLC35B2	.	8
chr6:44257314-44257731	proximal	SLC35B2	.	18
chr6:44265305-44265457	proximal	NFKBIE	.	6
chr6:44265538-44265710	proximal	NFKBIE	.	14
chr6:44268085-44268241	distal	.	.	6
chr6:44337678-44337828	distal	.	.	4
chr6:44338629-44338780	distal	.	.	2
chr6:44387417-44387765	proximal	CDC5L	.	2
chr6:44387841-44388366	proximal	CDC5L	.	10
chr6:44415545-44415820	distal	.	.	2
chr6:44443982-44444132	distal	.	.	8
chr6:44456385-44456535	distal	.	.	14
chr6:44469928-44470263	distal	.	.	16
chr6:44592078-44592274	distal	.	.	2
chr6:448077-448227	distal	.	.	8
chr6:45176007-45176168	distal	.	.	4
chr6:45422479-45422700	proximal	ENSG00000271857	.	4
chr6:46015698-46016077	distal	.	.	8
chr6:46034151-46034301	distal	.	.	12
chr6:46085531-46085681	distal	.	.	2
chr6:46085814-46086188	distal	.	.	8
chr6:46129417-46130331	proximal	ENPP4,ENSG00000231769	.	16
chr6:46170491-46171251	proximal	ENPP5	.	4
chr6:46491263-46492223	proximal	RCAN2,RCAN2-DT	.	16
chr6:46652303-46652799	proximal	CYP39A1,SLC25A27	.	8
chr6:46756866-46757117	distal	.	.	2
chr6:47152833-47152999	distal	.	.	2
chr6:47297651-47297806	distal	.	.	2
chr6:47309541-47310109	proximal	TNFRSF21	.	4
chr6:47587819-47587969	distal	.	.	4
chr6:4776055-4776595	proximal	CDYL-AS1	.	4
chr6:4981362-4981711	distal	.	.	8
chr6:5206165-5206445	distal	.	.	2
chr6:52263817-52264198	distal	.	.	2
chr6:52420666-52420839	distal	.	.	2
chr6:52517916-52518319	distal	.	.	2
chr6:5260404-5260775	proximal	FARS2,LYRM4	.	8
chr6:5260888-5261732	proximal	FARS2,LYRM4	.	16
chr6:52644128-52644299	distal	.	.	4
chr6:52652108-52652336	distal	.	.	6
chr6:52882464-52882670	distal	.	.	2
chr6:53064723-53065002	proximal	ENSG00000288646	.	12
chr6:53065757-53065907	proximal	ENSG00000288646	.	4
chr6:53161688-53161845	distal	.	.	6
chr6:53325545-53325705	distal	.	.	2
chr6:53348774-53349097	proximal	ELOVL5	.	4
chr6:53359149-53360027	distal	.	.	6
chr6:53484723-53484892	distal	.	.	2
chr6:53519177-53519327	distal	.	.	2
chr6:53547714-53548396	distal	.	.	8
chr6:53651496-53652181	distal	.	.	6
chr6:53728692-53728843	distal	.	.	2
chr6:53794768-53795026	proximal	ENSG00000227885,LRRC1	.	24
chr6:53943052-53943215	distal	.	.	10
chr6:53956140-53956402	distal	.	.	10
chr6:546332-546565	distal	.	.	2
chr6:56542683-56543108	distal	.	.	8
chr6:56843588-56844397	proximal	DST-AS1	.	4
chr6:56954705-56954877	proximal	BEND6,DST	.	8
chr6:56954957-56955678	proximal	BEND6,DST	.	16
chr6:57012962-57013112	distal	.	.	4
chr6:57089852-57090258	distal	.	.	4
chr6:57221606-57222199	proximal	RAB23	.	4
chr6:57222268-57222650	proximal	RAB23	.	4
chr6:57274186-57274456	distal	.	.	8
chr6:57317451-57317667	distal	.	.	8
chr6:57540122-57540272	distal	.	.	2
chr6:57552128-57552278	distal	.	.	4
chr6:57792822-57793078	distal	.	.	2
chr6:57793140-57793701	distal	.	.	2
chr6:57942545-57942697	distal	.	.	2
chr6:5996033-5996530	distal	.	.	2
chr6:5996951-5997195	distal	.	.	8
chr6:63635589-63636624	proximal	PHF3	.	4
chr6:63673630-63673780	distal	.	.	4
chr6:6631955-6632105	distal	.	.	4
chr6:663211-663398	distal	.	.	2
chr6:6686857-6687538	proximal	ENSG00000261211	.	4
chr6:692845-693340	proximal	ENSG00000271727,EXOC2	.	16
chr6:69867219-69867906	proximal	LMBRD1	.	4
chr6:70187919-70188069	distal	.	.	6
chr6:70221083-70221278	distal	.	.	4
chr6:70566711-70567353	proximal	SDHAF4	.	4
chr6:70667622-70668707	proximal	SMAP1	.	8
chr6:70839605-70839755	distal	.	.	6
chr6:7108304-7108454	proximal	RREB1	.	4
chr6:7119335-7119523	distal	.	.	4
chr6:71221820-71221975	distal	.	.	4
chr6:71245412-71245596	distal	.	.	4
chr6:71420191-71421066	proximal	LINC00472	.	4
chr6:7247892-7248042	distal	.	.	2
chr6:72954514-72954664	distal	.	.	4
chr6:7312787-7313424	distal	.	.	4
chr6:73388781-73389355	proximal	ENSG00000290002	.	4
chr6:73461676-73461839	proximal	MTO1	.	4
chr6:73505947-73506192	distal	.	.	2
chr6:73513895-73514870	distal	.	.	2
chr6:73530736-73530893	distal	.	.	4
chr6:73645695-73645922	distal	.	.	6
chr6:73653194-73653644	proximal	SLC17A5	.	8
chr6:73774755-73774905	distal	.	.	6
chr6:7414670-7414974	distal	.	.	2
chr6:75209026-75209176	distal	.	.	2
chr6:75284221-75285167	proximal	TMEM30A,TMEM30A-DT	.	8
chr6:75349699-75349923	distal	.	.	6
chr6:7548305-7548778	distal	.	.	2
chr6:75593801-75593988	distal	.	.	2
chr6:75748892-75749275	proximal	MYO6	.	2
chr6:75749732-75749921	proximal	MYO6	.	8
chr6:75750090-75750273	proximal	MYO6	.	2
chr6:75761940-75762475	distal	.	.	8
chr6:75775248-75775568	distal	.	.	6
chr6:7590067-7590300	proximal	SNRNP48	.	4
chr6:7616047-7616197	distal	.	.	8
chr6:7636859-7637009	distal	.	.	2
chr6:7726212-7726457	proximal	BMP6	.	10
chr6:79233855-79234132	proximal	HMGN3,HMGN3-AS1	.	8
chr6:79536662-79537728	proximal	ENSG00000287811,LCA5	.	20
chr6:79631108-79631646	proximal	SH3BGRL2	.	2
chr6:79778024-79778273	distal	.	.	2
chr6:79810181-79810391	distal	.	.	2
chr6:7985957-7986236	distal	.	.	4
chr6:79869688-79869886	distal	.	.	4
chr6:79946883-79947164	proximal	ELOVL4,ENSG00000287816	.	8
chr6:80003864-80004935	proximal	TTK	.	8
chr6:80106325-80107098	proximal	BCKDHB	.	2
chr6:8063727-8064732	proximal	BLOC1S5,BLOC1S5-TXNDC5	.	4
chr6:8101949-8102906	proximal	EEF1E1,EEF1E1-BLOC1S5,ENSG00000232234	.	6
chr6:8131084-8131503	distal	.	.	2
chr6:83057813-83058053	distal	.	.	8
chr6:83065679-83066018	proximal	UBE3D	.	4
chr6:83168609-83168780	distal	.	.	8
chr6:83192914-83193461	proximal	PGM3,RWDD2A	.	16
chr6:83193882-83194157	proximal	PGM3,RWDD2A	.	8
chr6:83430220-83430822	proximal	ME1	.	4
chr6:83431016-83431377	proximal	ME1	.	6
chr6:83437134-83437284	distal	.	.	4
chr6:83684444-83684594	distal	.	.	4
chr6:83708768-83709497	proximal	SNAP91	.	6
chr6:8374573-8374723	distal	.	.	2
chr6:83853373-83853649	proximal	ENSG00000287705,RIPPLY2	.	8
chr6:83859449-83860260	proximal	CYB5R4	.	12
chr6:8435261-8435941	proximal	HULC,SLC35B3	.	8
chr6:84420456-84420606	distal	.	.	2
chr6:84762423-84762766	distal	.	.	2
chr6:85450428-85450677	proximal	NT5E	.	2
chr6:85642886-85643980	proximal	SYNCRIP	.	2
chr6:87154910-87156228	proximal	ENSG00000272008	.	4
chr6:87929873-87930078	distal	.	.	4
chr6:88780867-88781123	distal	.	.	2
chr6:88917700-88917867	distal	.	.	2
chr6:88923881-88924031	distal	.	.	4
chr6:88927943-88928168	distal	.	.	4
chr6:89080341-89080827	proximal	PNRC1,PNRC1-DT	.	8
chr6:89139456-89139872	distal	.	.	6
chr6:89145974-89146745	proximal	ENSG00000288009,PM20D2	.	12
chr6:89198130-89198482	distal	.	.	6
chr6:89210239-89210389	distal	.	.	8
chr6:89223916-89224420	distal	.	.	16
chr6:89327778-89327928	distal	.	.	2
chr6:89352307-89353120	proximal	UBE2J1	.	8
chr6:89372153-89372361	distal	.	.	4
chr6:89380804-89380954	distal	.	.	6
chr6:8939603-8940008	distal	.	.	2
chr6:89412213-89412552	proximal	RRAGD	.	8
chr6:89432709-89432878	proximal	ANKRD6	.	2
chr6:89638419-89638587	proximal	LYRM2	.	4
chr6:89735595-89735823	distal	.	.	8
chr6:89802534-89802707	distal	.	.	6
chr6:89819280-89820125	proximal	MDN1	.	14
chr6:89829250-89829505	proximal	CASP8AP2	.	4
chr6:89829574-89830248	proximal	CASP8AP2	.	18
chr6:8983183-8983533	distal	.	.	2
chr6:89852695-89852886	distal	.	.	4
chr6:89881310-89881460	distal	.	.	4
chr6:89940050-89940308	distal	.	.	6
chr6:90008723-90008902	distal	.	.	4
chr6:90038182-90038368	distal	.	.	4
chr6:90162486-90162664	distal	.	.	4
chr6:90218280-90218822	distal	.	.	8
chr6:90285648-90285867	distal	.	.	2
chr6:90295966-90296133	proximal	BACH2,ENSG00000260271	.	8
chr6:90296575-90297155	proximal	BACH2	.	10
chr6:90479327-90479590	distal	.	.	2
chr6:90586720-90587523	proximal	MAP3K7	.	4
chr6:90677806-90677956	distal	.	.	4
chr6:90678080-90678230	distal	.	.	2
chr6:907040-907190	distal	.	.	2
chr6:90739499-90739945	distal	.	.	8
chr6:90895645-90895990	distal	.	.	2
chr6:91725808-91725958	distal	.	.	2
chr6:92126389-92126539	distal	.	.	2
chr6:98824205-98824368	distal	.	.	4
chr6:98833249-98833553	proximal	ENSG00000283010,ENSG00000289501	.	8
chr6:98845495-98846054	distal	.	.	8
chr6:98859058-98859254	distal	.	.	8
chr6:98947665-98948245	proximal	FBXL4	.	4
chr6:99152151-99152301	distal	.	.	8
chr6:99162964-99163114	distal	.	.	8
chr6:99349648-99349825	proximal	FAXC	.	4
chr6:99387251-99387420	distal	.	.	4
chr6:99393804-99394516	proximal	COQ3	.	4
chr6:99424744-99424973	proximal	PNISR,PNISR-AS1	.	8
chr6:99425060-99425802	proximal	PNISR,PNISR-AS1	.	16
chr6:99436868-99437062	distal	.	.	2
chr6:99568294-99568976	proximal	CCNC	.	4
chr6:99588415-99589218	distal	.	.	6
chr6:99603211-99603464	distal	.	.	4
chr6:99613373-99613805	distal	.	.	2
chr6:99614981-99615131	distal	.	.	2
chr6:99735374-99735524	distal	.	.	2
chr6:99824013-99824163	distal	.	.	4
chr7:100032887-100033185	distal	.	.	4
chr7:100082303-100082873	proximal	ZNF3	.	14
chr7:100088878-100089092	proximal	COPS6	.	6
chr7:100091825-100092151	distal	.	.	16
chr7:100094262-100094412	distal	.	.	26
chr7:100101259-100102094	proximal	AP4M1,MCM7	.	24
chr7:100118945-100119150	proximal	CNPY4,TAF6	.	4
chr7:100119254-100120160	proximal	CNPY4,TAF6	.	4
chr7:100126894-100127542	proximal	ENSG00000242798,MBLAC1	.	20
chr7:100132735-100132897	distal	.	.	20
chr7:100148542-100149631	proximal	ENSG00000288976,LAMTOR4	.	28
chr7:100158483-100158941	proximal	TRAPPC14	.	2
chr7:100177309-100177821	proximal	GPC2,STAG3	.	8
chr7:100237724-100238161	distal	.	.	10
chr7:100247438-100247680	distal	.	.	10
chr7:100264939-100265269	distal	.	.	4
chr7:100270895-100271138	distal	.	.	2
chr7:100272179-100272627	proximal	CASTOR3P	.	8
chr7:100301572-100301778	distal	.	.	12
chr7:100335825-100336565	proximal	ENSG00000291178,STAG3L5P,STAG3L5P-PVRIG2P-PILRB	.	48
chr7:100344948-100345171	distal	.	.	12
chr7:100390355-100390534	distal	.	.	16
chr7:100397166-100397469	proximal	ENSG00000289690,ENSG00000289691	.	32
chr7:100428606-100428914	proximal	MEPCE,ZCWPW1	.	12
chr7:100429069-100429978	proximal	ZCWPW1	.	2
chr7:100436380-100436779	proximal	PPP1R35,PPP1R35-AS1	.	8
chr7:100450524-100451022	distal	.	.	16
chr7:100455971-100456173	distal	.	.	8
chr7:100465919-100466080	distal	.	.	16
chr7:100477271-100477514	proximal	ENSG00000289760	.	2
chr7:100479090-100479595	proximal	TSC22D4	.	18
chr7:100483311-100483471	proximal	ENSG00000286938,NYAP1	.	8
chr7:100483815-100483969	proximal	ENSG00000286938,NYAP1	.	40
chr7:100511209-100511436	distal	.	.	24
chr7:100538532-100539376	proximal	AGFG2	.	10
chr7:100569329-100569664	proximal	ENSG00000289886	.	12
chr7:100586073-100586808	proximal	LRCH4	.	2
chr7:100604167-100604563	proximal	PCOLCE-AS1	.	6
chr7:100604664-100604986	proximal	PCOLCE-AS1	.	12
chr7:100611923-100612632	proximal	MOSPD3	.	22
chr7:100626584-100626920	distal	.	.	12
chr7:100642691-100642845	proximal	TFR2	.	14
chr7:100662292-100662442	distal	.	.	10
chr7:100673261-100673793	proximal	GNB2	.	8
chr7:100705369-100706177	proximal	POP7	.	12
chr7:100799542-100799771	distal	.	.	6
chr7:100827492-100828013	proximal	EPHB4,SLC12A9	.	8
chr7:100837354-100837520	distal	.	.	12
chr7:100852093-100852306	proximal	SLC12A9-AS1	.	4
chr7:100852556-100852747	proximal	SLC12A9-AS1	.	4
chr7:100867472-100867750	proximal	TRIP6	.	4
chr7:100874688-100875650	proximal	SRRT	.	14
chr7:100882249-100882418	distal	.	.	8
chr7:100889651-100890116	proximal	UFSP1	.	14
chr7:100895710-100896356	proximal	ACHE	.	10
chr7:100911578-100911796	distal	.	.	4
chr7:100966130-100966533	distal	.	.	24
chr7:101000320-101000512	distal	.	.	2
chr7:101002309-101002680	distal	.	.	6
chr7:101017672-101017881	proximal	MUC12-AS1	.	2
chr7:101066274-101066574	distal	.	.	18
chr7:101077597-101077828	distal	.	.	8
chr7:101085244-101085481	proximal	TRIM56	.	6
chr7:101085558-101085862	proximal	TRIM56	.	4
chr7:101100110-101100655	distal	.	.	16
chr7:101138336-101138492	distal	.	.	4
chr7:101143773-101144294	distal	.	.	12
chr7:101165563-101165775	proximal	VGF	.	6
chr7:101169861-101170064	distal	.	.	4
chr7:101173961-101174180	distal	.	.	12
chr7:101192567-101192778	distal	.	.	2
chr7:101217519-101217800	proximal	PLOD3,ZNHIT1	.	20
chr7:101217929-101218232	proximal	PLOD3,ZNHIT1	.	20
chr7:101244238-101244487	distal	.	.	2
chr7:101244712-101245530	distal	.	.	4
chr7:101252196-101252580	proximal	FIS1	.	20
chr7:101274098-101274337	distal	.	.	4
chr7:101308125-101308522	proximal	EMSLR	.	2
chr7:101308750-101309091	proximal	EMSLR	.	4
chr7:101321725-101322116	proximal	IFT22	.	12
chr7:101363736-101364198	distal	.	.	2
chr7:101386852-101387256	distal	.	.	8
chr7:101402859-101403009	distal	.	.	8
chr7:101420673-101420865	distal	.	.	2
chr7:101437272-101437464	distal	.	.	2
chr7:101440483-101440657	distal	.	.	8
chr7:101520485-101520710	distal	.	.	4
chr7:101538922-101539079	distal	.	.	6
chr7:101602503-101602717	distal	.	.	4
chr7:101729419-101729862	distal	.	.	6
chr7:101767616-101767796	distal	.	.	6
chr7:101791010-101791160	distal	.	.	2
chr7:101794382-101794539	distal	.	.	2
chr7:101815470-101815956	proximal	CUX1	.	6
chr7:101856844-101857271	distal	.	.	8
chr7:101890252-101890467	distal	.	.	4
chr7:101914427-101914577	distal	.	.	8
chr7:102272336-102272633	distal	.	.	2
chr7:102278444-102278594	distal	.	.	20
chr7:102286712-102286879	distal	.	.	4
chr7:102348430-102348670	distal	.	.	2
chr7:102352370-102352581	distal	.	.	6
chr7:102363536-102364239	proximal	ENSG00000290830,PRKRIP1	.	24
chr7:102404703-102404880	distal	.	.	2
chr7:102464163-102464467	proximal	ALKBH4,LRWD1	.	56
chr7:102478613-102479200	proximal	POLR2J	.	16
chr7:102485999-102486314	distal	.	.	10
chr7:102488753-102488905	distal	.	.	2
chr7:102492709-102493069	distal	.	.	4
chr7:102495999-102496250	distal	.	.	2
chr7:102496498-102497066	distal	.	.	22
chr7:102506108-102506415	distal	.	.	2
chr7:102512553-102513286	distal	.	.	16
chr7:102517707-102517882	proximal	RASA4B	.	8
chr7:102518318-102518590	proximal	RASA4B	.	2
chr7:102519292-102519569	distal	.	.	8
chr7:102520344-102520567	distal	.	.	8
chr7:102524837-102525169	distal	.	.	4
chr7:102526248-102526638	distal	.	.	4
chr7:102533076-102533259	distal	.	.	4
chr7:102535021-102535473	distal	.	.	4
chr7:102541764-102542094	distal	.	.	12
chr7:102546546-102546698	distal	.	.	6
chr7:102548899-102549176	distal	.	.	4
chr7:102554512-102554731	distal	.	.	2
chr7:102554845-102555066	distal	.	.	4
chr7:102564578-102564823	distal	.	.	12
chr7:102565806-102566101	distal	.	.	10
chr7:102572220-102573009	proximal	POLR2J3	.	4
chr7:102578372-102578818	distal	.	.	26
chr7:102590693-102591109	distal	.	.	2
chr7:102591741-102592002	proximal	ENSG00000270249	.	8
chr7:102592588-102592939	proximal	ENSG00000270249	.	4
chr7:102604394-102604686	distal	.	.	8
chr7:102605612-102606285	distal	.	.	16
chr7:102610491-102610826	distal	.	.	10
chr7:102611765-102612331	distal	.	.	6
chr7:102616685-102616840	proximal	RASA4	.	10
chr7:102618523-102618881	distal	.	.	16
chr7:102619169-102619582	distal	.	.	2
chr7:102626522-102627128	distal	.	.	10
chr7:102628757-102629015	distal	.	.	14
chr7:102634042-102634516	distal	.	.	8
